name,geoid,county,state,cases,c_avg,c_avg_100
"Washington, Maryland",24043,Washington,Maryland,0,11.86,7.85
"Steuben, Indiana",18151,Steuben,Indiana,0,2.71,7.85
"Audubon, Iowa",19009,Audubon,Iowa,0,0.43,7.8
"Lancaster, South Carolina",45057,Lancaster,South Carolina,0,7.64,7.8
"East Baton Rouge, Louisiana",22033,East Baton Rouge,Louisiana,0,34.29,7.79
"Brazoria, Texas",48039,Brazoria,Texas,35,29.14,7.79
"Lowndes, Georgia",13185,Lowndes,Georgia,0,9.14,7.79
"Potter, Pennsylvania",42105,Potter,Pennsylvania,0,1.29,7.78
"Scott, Indiana",18143,Scott,Indiana,0,1.86,7.78
"Scioto, Ohio",39145,Scioto,Ohio,0,5.86,7.78
"Perry, Illinois",17145,Perry,Illinois,0,1.63,7.77
"Edgecombe, North Carolina",37065,Edgecombe,North Carolina,0,4.0,7.77
"Pettis, Missouri",29159,Pettis,Missouri,0,3.29,7.76
"Moultrie, Illinois",17139,Moultrie,Illinois,0,1.13,7.76
"Iron, Michigan",26071,Iron,Michigan,0,0.86,7.75
"Burleson, Texas",48051,Burleson,Texas,0,1.43,7.75
"Miami, Ohio",39109,Miami,Ohio,0,8.29,7.74
"Union, Illinois",17181,Union,Illinois,0,1.29,7.72
"Guernsey, Ohio",39059,Guernsey,Ohio,0,3.0,7.72
"Sevier, Tennessee",47155,Sevier,Tennessee,0,7.57,7.71
"Ware, Georgia",13299,Ware,Georgia,0,2.75,7.7
"Martin, Texas",48317,Martin,Texas,0,0.44,7.7
"Phelps, Missouri",29161,Phelps,Missouri,0,3.43,7.69
"Crane, Texas",48103,Crane,Texas,0,0.37,7.68
"Breckinridge, Kentucky",21027,Breckinridge,Kentucky,0,1.57,7.67
"Traverse, Minnesota",27155,Traverse,Minnesota,0,0.25,7.67
"St. Clair, Alabama",01115,St. Clair,Alabama,0,6.86,7.66
"Codington, South Dakota",46029,Codington,South Dakota,0,2.14,7.65
"Sweet Grass, Montana",30097,Sweet Grass,Montana,0,0.29,7.65
"Wayne, West Virginia",54099,Wayne,West Virginia,0,3.0,7.61
"Douglas, Georgia",13097,Douglas,Georgia,0,11.14,7.61
"Kern, California",06029,Kern,California,0,68.43,7.6
"Stutsman, North Dakota",38093,Stutsman,North Dakota,0,1.57,7.59
"Holt, Missouri",29087,Holt,Missouri,0,0.33,7.57
"Sandusky, Ohio",39143,Sandusky,Ohio,0,4.43,7.57
"Franklin, Missouri",29071,Franklin,Missouri,0,7.86,7.56
"Delaware, Iowa",19055,Delaware,Iowa,0,1.29,7.56
"Steele, North Dakota",38091,Steele,North Dakota,0,0.14,7.56
"Siskiyou, California",06093,Siskiyou,California,0,3.29,7.55
"Hancock, Ohio",39063,Hancock,Ohio,0,5.71,7.54
"Jackson, Florida",12063,Jackson,Florida,0,3.5,7.54
"Pasquotank, North Carolina",37139,Pasquotank,North Carolina,0,3.0,7.53
"Bossier, Louisiana",22015,Bossier,Louisiana,0,9.57,7.53
"Doniphan, Kansas",20043,Doniphan,Kansas,0,0.57,7.52
"Haakon, South Dakota",46055,Haakon,South Dakota,0,0.14,7.52
"Big Horn, Montana",30003,Big Horn,Montana,0,1.0,7.51
"Logan, Ohio",39091,Logan,Ohio,0,3.43,7.51
"Lincoln, Kansas",20105,Lincoln,Kansas,0,0.22,7.5
"Forsyth, Georgia",13117,Forsyth,Georgia,0,18.29,7.49
"Transylvania, North Carolina",37175,Transylvania,North Carolina,0,2.57,7.48
"Curry, Oregon",41015,Curry,Oregon,0,1.71,7.48
"Shelby, Iowa",19165,Shelby,Iowa,0,0.86,7.48
"Aiken, South Carolina",45003,Aiken,South Carolina,0,12.79,7.48
"Buchanan, Virginia",51027,Buchanan,Virginia,0,1.57,7.48
"Vigo, Indiana",18167,Vigo,Indiana,0,8.0,7.47
"Putnam, Illinois",17155,Putnam,Illinois,0,0.43,7.47
"Humboldt, Iowa",19091,Humboldt,Iowa,0,0.71,7.47
"Monroe, Arkansas",05095,Monroe,Arkansas,0,0.5,7.46
"Edmunds, South Dakota",46045,Edmunds,South Dakota,0,0.29,7.46
"Beaver, Utah",49001,Beaver,Utah,0,0.5,7.45
"Montgomery, Indiana",18107,Montgomery,Indiana,0,2.86,7.45
"Cole, Missouri",29051,Cole,Missouri,0,5.71,7.45
"Boyd, Nebraska",31015,Boyd,Nebraska,0,0.14,7.44
"Newton, Georgia",13217,Newton,Georgia,0,8.29,7.41
"Gates, North Carolina",37073,Gates,North Carolina,0,0.86,7.41
"Grant, New Mexico",35017,Grant,New Mexico,0,2.0,7.41
"Dickson, Tennessee",47043,Dickson,Tennessee,0,4.0,7.41
"Grant, Oregon",41023,Grant,Oregon,0,0.53,7.41
"Camden, Missouri",29029,Camden,Missouri,0,3.43,7.4
"McCurtain, Oklahoma",40089,McCurtain,Oklahoma,0,2.43,7.4
"Harlan, Nebraska",31083,Harlan,Nebraska,0,0.25,7.4
"Morrow, Oregon",41049,Morrow,Oregon,0,0.86,7.39
"Edwards, Texas",48137,Edwards,Texas,0,0.14,7.39
"Calhoun, Texas",48057,Calhoun,Texas,2,1.57,7.38
"Malheur, Oregon",41045,Malheur,Oregon,0,2.25,7.36
"Sac, Iowa",19161,Sac,Iowa,0,0.71,7.35
"Thomas, Kansas",20193,Thomas,Kansas,0,0.57,7.35
"Osage, Missouri",29151,Osage,Missouri,0,1.0,7.34
"Boyd, Kentucky",21019,Boyd,Kentucky,0,3.43,7.34
"Northampton, North Carolina",37131,Northampton,North Carolina,0,1.43,7.33
"Dickey, North Dakota",38021,Dickey,North Dakota,0,0.36,7.33
"Berkeley, South Carolina",45015,Berkeley,South Carolina,0,16.71,7.33
"Cass, Illinois",17017,Cass,Illinois,0,0.89,7.32
"Teller, Colorado",08119,Teller,Colorado,0,1.86,7.32
"Jefferson, Alabama",01073,Jefferson,Alabama,0,48.14,7.31
"Pend Oreille, Washington",53051,Pend Oreille,Washington,0,1.0,7.29
"Ohio, Indiana",18115,Ohio,Indiana,0,0.43,7.29
"Buffalo, South Dakota",46017,Buffalo,South Dakota,0,0.14,7.28
"Franklin, Kentucky",21073,Franklin,Kentucky,0,3.71,7.28
"Chase, Nebraska",31029,Chase,Nebraska,0,0.29,7.28
"Garrard, Kentucky",21079,Garrard,Kentucky,0,1.29,7.28
"Atoka, Oklahoma",40005,Atoka,Oklahoma,0,1.0,7.27
"Benton, Iowa",19011,Benton,Iowa,0,1.86,7.24
"Wilcox, Georgia",13315,Wilcox,Georgia,0,0.63,7.24
"Greenville, South Carolina",45045,Greenville,South Carolina,0,37.86,7.23
"Irion, Texas",48235,Irion,Texas,0,0.11,7.23
"Dearborn, Indiana",18029,Dearborn,Indiana,0,3.57,7.22
"Jefferson, Illinois",17081,Jefferson,Illinois,0,2.71,7.2
"Lewis and Clark, Montana",30049,Lewis and Clark,Montana,0,5.0,7.2
"Pierce, North Dakota",38069,Pierce,North Dakota,0,0.29,7.19
"Kershaw, South Carolina",45055,Kershaw,South Carolina,0,4.79,7.19
"Rutherford, Tennessee",47149,Rutherford,Tennessee,0,23.86,7.18
"Knox, Tennessee",47093,Knox,Tennessee,0,33.71,7.17
"Bedford, Pennsylvania",42009,Bedford,Pennsylvania,0,3.43,7.16
"Elk, Pennsylvania",42047,Elk,Pennsylvania,0,2.14,7.16
"Young, Texas",48503,Young,Texas,0,1.29,7.14
"Taylor, Georgia",13269,Taylor,Georgia,0,0.57,7.13
"Furnas, Nebraska",31065,Furnas,Nebraska,0,0.33,7.13
"Red River, Texas",48387,Red River,Texas,0,0.86,7.13
"Howell, Missouri",29091,Howell,Missouri,0,2.86,7.12
"Ascension, Louisiana",22005,Ascension,Louisiana,0,9.0,7.11
"Worcester, Maryland",24047,Worcester,Maryland,0,3.71,7.11
"Gilmer, West Virginia",54021,Gilmer,West Virginia,0,0.56,7.1
"Oglala Lakota, South Dakota",46102,Oglala Lakota,South Dakota,0,1.0,7.05
"Kit Carson, Colorado",08063,Kit Carson,Colorado,0,0.5,7.05
"Iron, Utah",49021,Iron,Utah,0,3.86,7.03
"Crockett, Tennessee",47033,Crockett,Tennessee,0,1.0,7.03
"Otero, Colorado",08089,Otero,Colorado,0,1.29,7.03
"Clinton, Pennsylvania",42035,Clinton,Pennsylvania,0,2.71,7.03
"Cheatham, Tennessee",47021,Cheatham,Tennessee,0,2.86,7.03
"Otoe, Nebraska",31131,Otoe,Nebraska,0,1.13,7.03
"Sherman, Oregon",41055,Sherman,Oregon,0,0.13,7.02
"Burleigh, North Dakota",38015,Burleigh,North Dakota,0,6.71,7.02
"Callaway, Missouri",29027,Callaway,Missouri,0,3.14,7.02
"Shelby, Alabama",01117,Shelby,Alabama,0,15.29,7.02
"Lincoln, South Dakota",46083,Lincoln,South Dakota,0,4.29,7.01
"Clinton, Missouri",29049,Clinton,Missouri,0,1.43,7.01
"Todd, Kentucky",21219,Todd,Kentucky,0,0.86,6.97
"Bond, Illinois",17005,Bond,Illinois,0,1.14,6.96
"Rockbridge, Virginia",51163,Rockbridge,Virginia,0,1.57,6.96
"Fentress, Tennessee",47049,Fentress,Tennessee,0,1.29,6.94
"Ralls, Missouri",29173,Ralls,Missouri,0,0.71,6.93
"Anderson, Kentucky",21005,Anderson,Kentucky,0,1.57,6.91
"Carson City, Nevada",32510,Carson City,Nevada,0,3.86,6.9
"Wilkin, Minnesota",27167,Wilkin,Minnesota,0,0.43,6.9
"Appanoose, Iowa",19007,Appanoose,Iowa,0,0.86,6.9
"Yakima, Washington",53077,Yakima,Washington,0,17.29,6.89
"Marshall, Kentucky",21157,Marshall,Kentucky,0,2.14,6.89
"Crawford, Ohio",39033,Crawford,Ohio,0,2.86,6.89
"Pottawatomie, Oklahoma",40125,Pottawatomie,Oklahoma,0,5.0,6.89
"Newberry, South Carolina",45071,Newberry,South Carolina,0,2.64,6.88
"Stafford, Kansas",20185,Stafford,Kansas,0,0.29,6.87
"Valley, Nebraska",31175,Valley,Nebraska,0,0.29,6.87
"Alcona, Michigan",26001,Alcona,Michigan,0,0.71,6.86
"Lowndes, Alabama",01085,Lowndes,Alabama,0,0.67,6.85
"Washington, Tennessee",47179,Washington,Tennessee,0,8.86,6.85
"Whitman, Washington",53075,Whitman,Washington,0,3.43,6.84
"Grant, Kentucky",21081,Grant,Kentucky,0,1.71,6.84
"Hale, Alabama",01065,Hale,Alabama,0,1.0,6.83
"Morton, North Dakota",38059,Morton,North Dakota,0,2.14,6.83
"Cannon, Tennessee",47015,Cannon,Tennessee,0,1.0,6.81
"Harrison, Kentucky",21097,Harrison,Kentucky,0,1.29,6.81
"Laurel, Kentucky",21125,Laurel,Kentucky,0,4.14,6.81
"Clarke, Georgia",13059,Clarke,Georgia,0,8.71,6.79
"Hancock, Georgia",13141,Hancock,Georgia,0,0.57,6.76
"Henry, Georgia",13151,Henry,Georgia,0,15.86,6.76
"Jefferson, Kansas",20087,Jefferson,Kansas,0,1.29,6.75
"Pamlico, North Carolina",37137,Pamlico,North Carolina,0,0.86,6.74
"St. Charles, Louisiana",22089,St. Charles,Louisiana,0,3.57,6.73
"Lafourche, Louisiana",22057,Lafourche,Louisiana,0,6.57,6.73
"Claiborne, Tennessee",47025,Claiborne,Tennessee,0,2.14,6.71
"Wilson, Kansas",20205,Wilson,Kansas,0,0.57,6.7
"Adams, Ohio",39001,Adams,Ohio,0,1.86,6.7
"Saline, Illinois",17165,Saline,Illinois,0,1.57,6.69
"Somerset, Maryland",24039,Somerset,Maryland,0,1.71,6.69
"Surry, Virginia",51181,Surry,Virginia,0,0.43,6.67
"Blount, Tennessee",47009,Blount,Tennessee,0,8.86,6.66
"Walker, Texas",48471,Walker,Texas,4,4.86,6.66
"Florence, Wisconsin",55037,Florence,Wisconsin,0,0.29,6.65
"Butte, California",06007,Butte,California,0,14.57,6.65
"Tyler, West Virginia",54095,Tyler,West Virginia,0,0.57,6.65
"Potter, South Dakota",46107,Potter,South Dakota,0,0.14,6.64
"Hendricks, Indiana",18063,Hendricks,Indiana,0,11.29,6.63
"Cook, Georgia",13075,Cook,Georgia,0,1.14,6.62
"Greensville, Virginia",51081,Greensville,Virginia,0,0.75,6.62
"Holt, Nebraska",31089,Holt,Nebraska,0,0.67,6.62
"Monroe, Missouri",29137,Monroe,Missouri,0,0.57,6.61
"Dade, Missouri",29057,Dade,Missouri,0,0.5,6.61
"Des Moines, Iowa",19057,Des Moines,Iowa,0,2.57,6.6
"Baker, Florida",12003,Baker,Florida,0,1.93,6.6
"Franklin, Washington",53021,Franklin,Washington,0,6.29,6.6
"Kimble, Texas",48267,Kimble,Texas,1,0.29,6.59
"Duplin, North Carolina",37061,Duplin,North Carolina,0,3.86,6.57
"Ellis, Texas",48139,Ellis,Texas,6,12.14,6.57
"Hancock, Kentucky",21091,Hancock,Kentucky,0,0.57,6.55
"Labette, Kansas",20099,Labette,Kansas,0,1.29,6.55
"Allen, Indiana",18003,Allen,Indiana,0,24.86,6.55
"Washita, Oklahoma",40149,Washita,Oklahoma,0,0.71,6.54
"Hardin, Illinois",17069,Hardin,Illinois,0,0.25,6.54
"Towner, North Dakota",38095,Towner,North Dakota,0,0.14,6.53
"Hickman, Kentucky",21105,Hickman,Kentucky,0,0.29,6.52
"Denton, Texas",48121,Denton,Texas,0,57.71,6.51
"Clayton, Iowa",19043,Clayton,Iowa,0,1.14,6.51
"Greenup, Kentucky",21089,Greenup,Kentucky,0,2.29,6.51
"Bourbon, Kentucky",21017,Bourbon,Kentucky,0,1.29,6.5
"Benton, Arkansas",05007,Benton,Arkansas,19,18.14,6.5
"Jackson, West Virginia",54035,Jackson,West Virginia,0,1.86,6.5
"Allegany, Maryland",24001,Allegany,Maryland,0,4.57,6.49
"Cherokee, North Carolina",37039,Cherokee,North Carolina,0,1.86,6.49
"Clearwater, Minnesota",27029,Clearwater,Minnesota,0,0.57,6.48
"Cumberland, Kentucky",21057,Cumberland,Kentucky,0,0.43,6.48
"Southampton, Virginia",51175,Southampton,Virginia,0,1.14,6.48
"Waller, Texas",48473,Waller,Texas,2,3.57,6.46
"Bay, Florida",12005,Bay,Florida,0,11.29,6.46
"Putnam, Florida",12107,Putnam,Florida,0,4.79,6.42
"Garfield, Washington",53023,Garfield,Washington,0,0.14,6.42
"Sarpy, Nebraska",31153,Sarpy,Nebraska,0,12.0,6.41
"Dooly, Georgia",13093,Dooly,Georgia,0,0.86,6.4
"Madison, Ohio",39097,Madison,Ohio,0,2.86,6.39
"Dale, Alabama",01045,Dale,Alabama,0,3.14,6.39
"Blackford, Indiana",18009,Blackford,Indiana,0,0.75,6.38
"Columbia, Georgia",13073,Columbia,Georgia,0,10.0,6.38
"Yellowstone, Montana",30111,Yellowstone,Montana,0,10.29,6.38
"Adams, Nebraska",31001,Adams,Nebraska,0,2.0,6.38
"Martin, North Carolina",37117,Martin,North Carolina,0,1.43,6.37
"Perquimans, North Carolina",37143,Perquimans,North Carolina,0,0.86,6.37
"Lake, Oregon",41037,Lake,Oregon,0,0.5,6.35
"Worth, Georgia",13321,Worth,Georgia,0,1.29,6.35
"Saline, Arkansas",05125,Saline,Arkansas,5,7.75,6.33
"Camden, Georgia",13039,Camden,Georgia,0,3.46,6.33
"White, Illinois",17193,White,Illinois,0,0.86,6.33
"Phelps, Nebraska",31137,Phelps,Nebraska,0,0.57,6.33
"Baylor, Texas",48023,Baylor,Texas,0,0.22,6.33
"Randolph, Georgia",13243,Randolph,Georgia,0,0.43,6.32
"Divide, North Dakota",38023,Divide,North Dakota,0,0.14,6.31
"Clark, Missouri",29045,Clark,Missouri,0,0.43,6.31
"Pickens, South Carolina",45077,Pickens,South Carolina,0,8.0,6.3
"Valley, Idaho",16085,Valley,Idaho,0,0.71,6.27
"Okaloosa, Florida",12091,Okaloosa,Florida,0,13.21,6.27
"Johnson, Texas",48251,Johnson,Texas,9,11.0,6.26
"Richland, Ohio",39139,Richland,Ohio,0,7.57,6.25
"Pulaski, Illinois",17153,Pulaski,Illinois,0,0.33,6.25
"Fayette, Tennessee",47047,Fayette,Tennessee,0,2.57,6.25
"Essex, Vermont",50009,Essex,Vermont,0,0.38,6.24
"Pratt, Kansas",20151,Pratt,Kansas,0,0.57,6.24
"Cheyenne, Nebraska",31033,Cheyenne,Nebraska,0,0.56,6.24
"Greene, Georgia",13133,Greene,Georgia,0,1.14,6.24
"Mono, California",06051,Mono,California,0,0.9,6.23
"Somerset, Pennsylvania",42111,Somerset,Pennsylvania,0,4.57,6.22
"Maury, Tennessee",47119,Maury,Tennessee,0,6.0,6.22
"San Juan, New Mexico",35045,San Juan,New Mexico,0,7.71,6.22
"Appling, Georgia",13001,Appling,Georgia,0,1.14,6.22
"Houston, Alabama",01069,Houston,Alabama,0,6.57,6.21
"Valdez-Cordova Census Area, Alaska",02261,Valdez-Cordova Census Area,Alaska,0,0.57,6.21
"Fulton, Pennsylvania",42057,Fulton,Pennsylvania,0,0.9,6.19
"Hardin, Kentucky",21093,Hardin,Kentucky,0,6.86,6.18
"Laramie, Wyoming",56021,Laramie,Wyoming,0,6.14,6.17
"Alamosa, Colorado",08003,Alamosa,Colorado,0,1.0,6.16
"Republic, Kansas",20157,Republic,Kansas,0,0.29,6.16
"Chowan, North Carolina",37041,Chowan,North Carolina,0,0.86,6.15
"Scotland, North Carolina",37165,Scotland,North Carolina,0,2.14,6.15
"Stanton, Nebraska",31167,Stanton,Nebraska,0,0.36,6.14
"Kootenai, Idaho",16055,Kootenai,Idaho,0,10.14,6.12
"San Miguel, Colorado",08113,San Miguel,Colorado,0,0.5,6.11
"Brookings, South Dakota",46011,Brookings,South Dakota,0,2.14,6.11
"Blair, Pennsylvania",42013,Blair,Pennsylvania,0,7.43,6.1
"Jasper, Mississippi",28061,Jasper,Mississippi,0,1.0,6.1
"Hardee, Florida",12049,Hardee,Florida,0,1.64,6.1
"Barton, Missouri",29011,Barton,Missouri,0,0.71,6.08
"Roosevelt, New Mexico",35041,Roosevelt,New Mexico,0,1.13,6.08
"Loudon, Tennessee",47105,Loudon,Tennessee,0,3.29,6.08
"Buchanan, Iowa",19019,Buchanan,Iowa,0,1.29,6.07
"Klamath, Oregon",41035,Klamath,Oregon,0,4.14,6.07
"Sampson, North Carolina",37163,Sampson,North Carolina,0,3.86,6.07
"Greeley, Nebraska",31077,Greeley,Nebraska,0,0.14,6.06
"Umatilla, Oregon",41059,Umatilla,Oregon,0,4.71,6.05
"McLean, North Dakota",38055,McLean,North Dakota,0,0.57,6.05
"Santa Rosa, Florida",12113,Santa Rosa,Florida,0,11.14,6.05
"Tangipahoa, Louisiana",22105,Tangipahoa,Louisiana,0,8.14,6.04
"Las Animas, Colorado",08071,Las Animas,Colorado,0,0.88,6.03
"Sedgwick, Kansas",20173,Sedgwick,Kansas,0,31.14,6.03
"Snyder, Pennsylvania",42109,Snyder,Pennsylvania,0,2.43,6.02
"Harney, Oregon",41025,Harney,Oregon,0,0.44,6.01
"Marion, Missouri",29127,Marion,Missouri,0,1.71,6.01
"Upshur, Texas",48459,Upshur,Texas,0,2.5,5.99
"Liberty, Florida",12077,Liberty,Florida,0,0.5,5.99
"Colfax, New Mexico",35007,Colfax,New Mexico,0,0.71,5.98
"Kings, California",06031,Kings,California,0,9.14,5.98
"Sumner, Tennessee",47165,Sumner,Tennessee,0,11.43,5.97
"Webster, Iowa",19187,Webster,Iowa,0,2.14,5.97
"West Baton Rouge, Louisiana",22121,West Baton Rouge,Louisiana,0,1.57,5.94
"San Jacinto, Texas",48407,San Jacinto,Texas,0,1.71,5.94
"Gilmer, Georgia",13123,Gilmer,Georgia,0,1.86,5.92
"Morgan, Ohio",39115,Morgan,Ohio,0,0.86,5.91
"Tillman, Oklahoma",40141,Tillman,Oklahoma,0,0.43,5.91
"Washington, Kentucky",21229,Washington,Kentucky,0,0.71,5.91
"Greene, Pennsylvania",42059,Greene,Pennsylvania,0,2.14,5.91
"Calhoun, Iowa",19025,Calhoun,Iowa,0,0.57,5.91
"Pennington, South Dakota",46103,Pennington,South Dakota,0,6.71,5.9
"Henry, Missouri",29083,Henry,Missouri,0,1.29,5.89
"Walton, Florida",12131,Walton,Florida,0,4.36,5.88
"Sevier, Arkansas",05133,Sevier,Arkansas,0,1.0,5.88
"Sullivan, Missouri",29211,Sullivan,Missouri,0,0.36,5.87
"Pierce, Georgia",13229,Pierce,Georgia,0,1.14,5.87
"Toombs, Georgia",13279,Toombs,Georgia,0,1.57,5.86
"Terrebonne, Louisiana",22109,Terrebonne,Louisiana,0,6.43,5.82
"Washington, Colorado",08121,Washington,Colorado,0,0.29,5.82
"Harvey, Kansas",20079,Harvey,Kansas,0,2.0,5.81
"Barren, Kentucky",21009,Barren,Kentucky,0,2.57,5.81
"Polk, Missouri",29167,Polk,Missouri,0,1.86,5.78
"Floyd, Georgia",13115,Floyd,Georgia,0,5.69,5.78
"Falls, Texas",48145,Falls,Texas,0,1.0,5.78
"Iberville, Louisiana",22047,Iberville,Louisiana,0,1.88,5.77
"Edgefield, South Carolina",45037,Edgefield,South Carolina,0,1.57,5.76
"Twin Falls, Idaho",16083,Twin Falls,Idaho,0,5.0,5.76
"Allendale, South Carolina",45005,Allendale,South Carolina,0,0.5,5.76
"Crawford, Georgia",13079,Crawford,Georgia,0,0.71,5.76
"LaSalle, Louisiana",22059,LaSalle,Louisiana,0,0.86,5.76
"White, Tennessee",47185,White,Tennessee,0,1.57,5.75
"Rich, Utah",49033,Rich,Utah,0,0.14,5.75
"Clark, South Dakota",46025,Clark,South Dakota,0,0.21,5.74
"Burke, Georgia",13033,Burke,Georgia,0,1.29,5.74
"Hinds, Mississippi",28049,Hinds,Mississippi,0,13.29,5.73
"Cleveland, Oklahoma",40027,Cleveland,Oklahoma,0,16.29,5.73
"Cerro Gordo, Iowa",19033,Cerro Gordo,Iowa,0,2.43,5.72
"Arkansas, Arkansas",05001,Arkansas,Arkansas,0,1.0,5.72
"Shasta, California",06089,Shasta,California,0,10.29,5.71
"Cass, Nebraska",31025,Cass,Nebraska,0,1.5,5.71
"Union, New Mexico",35059,Union,New Mexico,0,0.23,5.69
"Wetzel, West Virginia",54103,Wetzel,West Virginia,0,0.86,5.69
"Metcalfe, Kentucky",21169,Metcalfe,Kentucky,0,0.57,5.67
"Paulding, Georgia",13223,Paulding,Georgia,0,9.57,5.67
"Mills, Iowa",19129,Mills,Iowa,0,0.86,5.67
"Morgan, Indiana",18109,Morgan,Indiana,0,4.0,5.67
"Haines Borough, Alaska",02100,Haines Borough,Alaska,0,0.14,5.65
"Hardy, West Virginia",54031,Hardy,West Virginia,0,0.78,5.65
"Uinta, Wyoming",56041,Uinta,Wyoming,0,1.14,5.65
"Elk, Kansas",20049,Elk,Kansas,0,0.14,5.65
"Rawlins, Kansas",20153,Rawlins,Kansas,0,0.14,5.65
"Harrison, Indiana",18061,Harrison,Indiana,0,2.29,5.64
"Henderson, Illinois",17071,Henderson,Illinois,0,0.38,5.64
"Searcy, Arkansas",05129,Searcy,Arkansas,0,0.44,5.64
"Auglaize, Ohio",39011,Auglaize,Ohio,0,2.57,5.63
"Floyd, Kentucky",21071,Floyd,Kentucky,0,2.0,5.62
"Posey, Indiana",18129,Posey,Indiana,0,1.43,5.62
"Montgomery, Tennessee",47125,Montgomery,Tennessee,0,11.71,5.61
"Blaine, Montana",30005,Blaine,Montana,0,0.38,5.61
"Lee, Mississippi",28081,Lee,Mississippi,0,4.79,5.6
"Sussex, Virginia",51183,Sussex,Virginia,0,0.63,5.6
"Payne, Oklahoma",40119,Payne,Oklahoma,0,4.57,5.59
"Clinton, Kentucky",21053,Clinton,Kentucky,0,0.57,5.59
"Lavaca, Texas",48285,Lavaca,Texas,1,1.13,5.58
"Branch, Michigan",26023,Branch,Michigan,0,2.43,5.58
"Franklin, Illinois",17055,Franklin,Illinois,0,2.14,5.57
"Baldwin, Alabama",01003,Baldwin,Alabama,0,12.43,5.57
"Kaufman, Texas",48257,Kaufman,Texas,7,7.57,5.56
"Hocking, Ohio",39073,Hocking,Ohio,0,1.57,5.56
"Clark, Illinois",17023,Clark,Illinois,0,0.86,5.55
"Natrona, Wyoming",56025,Natrona,Wyoming,0,4.43,5.55
"Cocke, Tennessee",47029,Cocke,Tennessee,0,2.0,5.55
"Howard, Indiana",18067,Howard,Indiana,0,4.57,5.54
"Ravalli, Montana",30081,Ravalli,Montana,0,2.43,5.54
"Belmont, Ohio",39013,Belmont,Ohio,0,3.71,5.54
"Bannock, Idaho",16005,Bannock,Idaho,0,4.86,5.53
"Lawrence, South Dakota",46081,Lawrence,South Dakota,0,1.43,5.53
"Gem, Idaho",16045,Gem,Idaho,0,1.0,5.52
"Lee, South Carolina",45061,Lee,South Carolina,0,0.93,5.52
"Morton, Kansas",20129,Morton,Kansas,0,0.14,5.52
"Lincoln, Nevada",32017,Lincoln,Nevada,0,0.29,5.51
"Pulaski, Kentucky",21199,Pulaski,Kentucky,0,3.57,5.5
"Roberts, South Dakota",46109,Roberts,South Dakota,0,0.57,5.5
"Clarendon, South Carolina",45027,Clarendon,South Carolina,0,1.86,5.5
"Otero, New Mexico",35035,Otero,New Mexico,0,3.71,5.5
"Boone, Nebraska",31011,Boone,Nebraska,0,0.29,5.5
"Canadian, Oklahoma",40017,Canadian,Oklahoma,0,8.14,5.49
"Ward, North Dakota",38101,Ward,North Dakota,0,3.71,5.49
"Webster, Georgia",13307,Webster,Georgia,0,0.14,5.48
"Reeves, Texas",48389,Reeves,Texas,1,0.88,5.48
"Kiowa, Colorado",08061,Kiowa,Colorado,0,0.08,5.47
"Pawnee, Nebraska",31133,Pawnee,Nebraska,0,0.14,5.47
"Knox, Indiana",18083,Knox,Indiana,0,2.0,5.47
"Lyon, Nevada",32019,Lyon,Nevada,0,3.14,5.46
"Madison, Kentucky",21151,Madison,Kentucky,0,5.08,5.46
"Bedford, Tennessee",47003,Bedford,Tennessee,0,2.71,5.46
"Boone, Iowa",19015,Boone,Iowa,0,1.43,5.45
"Coleman, Texas",48083,Coleman,Texas,0,0.44,5.44
"Faulkner, Arkansas",05045,Faulkner,Arkansas,1,6.86,5.44
"Warren, Georgia",13301,Warren,Georgia,0,0.29,5.44
"Story, Iowa",19169,Story,Iowa,0,5.29,5.44
"Stark, North Dakota",38089,Stark,North Dakota,0,1.71,5.44
"Newton, Mississippi",28101,Newton,Mississippi,0,1.14,5.44
"Hertford, North Carolina",37091,Hertford,North Carolina,0,1.29,5.43
"Clark, Ohio",39023,Clark,Ohio,0,7.29,5.43
"Sheridan, North Dakota",38083,Sheridan,North Dakota,0,0.07,5.43
"Jackson, Kansas",20085,Jackson,Kansas,0,0.71,5.42
"Greene, North Carolina",37079,Greene,North Carolina,0,1.14,5.42
"Stoddard, Missouri",29207,Stoddard,Missouri,0,1.57,5.41
"Harmon, Oklahoma",40057,Harmon,Oklahoma,0,0.14,5.38
"Lewis, Kentucky",21135,Lewis,Kentucky,0,0.71,5.38
"Turner, Georgia",13287,Turner,Georgia,0,0.43,5.37
"Waseca, Minnesota",27161,Waseca,Minnesota,0,1.0,5.37
"Lenoir, North Carolina",37107,Lenoir,North Carolina,0,3.0,5.36
"Clay, Iowa",19041,Clay,Iowa,0,0.86,5.35
"Onslow, North Carolina",37133,Onslow,North Carolina,0,10.57,5.34
"Lemhi, Idaho",16059,Lemhi,Idaho,0,0.43,5.34
"Burnet, Texas",48053,Burnet,Texas,2,2.57,5.34
"Giles, Tennessee",47055,Giles,Tennessee,0,1.57,5.33
"Lake, California",06033,Lake,California,0,3.43,5.33
"Dallas, Texas",48113,Dallas,Texas,183,140.43,5.33
"Lampasas, Texas",48281,Lampasas,Texas,2,1.14,5.33
"Lincoln, Idaho",16063,Lincoln,Idaho,0,0.29,5.32
"Kleberg, Texas",48273,Kleberg,Texas,1,1.63,5.3
